Level,Date and Time,Source,Event ID,Task Category
Information,30-10-2023 17:49:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:40,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 17:48:40,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 17:48:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:31,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:48:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:23,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:07,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:47:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:26,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:14,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:46:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:47,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:19,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:45:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 17:44:52,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 17:44:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:44:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 650 keys and creating 48 modified pages.
Information,30-10-2023 17:44:49,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2023‎-‎10‎-‎30T12:09:20.090555400Z
Wake Time: ‎2023‎-‎10‎-‎30T12:14:47.223017200Z

Wake Source: Unknown"
Warning,30-10-2023 17:44:49,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 17:44:48,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Error,30-10-2023 17:44:47,Microsoft-Windows-HAL,15,None,The iommu has detected an error.
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 2 to 4.

Reason PolicyChange 

BootId: 57"
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting Modern Standby 

Reason: Lid."
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-General,16,None,The access history in hive \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD was cleared updating 190 keys and creating 10 modified pages.
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 1 to 2.

Reason SxTransition 

BootId: 57"
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,30-10-2023 17:44:47,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,30-10-2023 17:44:47,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,30-10-2023 17:44:46,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {c73ec2a1-57fb-47b6-ad07-a450f4ec0f12}, had event Fatal error: The miniport has failed a power transition to operational power"
